symbol,companyName,open,close,high,low,latestPrice,latestVolume,previousClose,change,changePercent,avgTotalVolume,marketCap,week52High,week52Low,ytdChange,primaryExchange,previousVolume,volume,peRatio,sector,esg_category
SGMO,"Sangamo Therapeutics, Inc.",10.95,11.44,11.45,10.68,11.44,2903068,10.93,0.51,0.04666,2135740,1611701520,13.33,4.81,0.40376,NASDAQ,2149532,0,-13.76,Health Technology,2
WABC,Westamerica Bancorporation,59.62,60.21,60.365,58.87,60.21,328482,57.98,2.23,0.03846,185949,1622015253,69.08,46.94,-0.06464,NASDAQ,233188,0,20.93,Finance,2
IMVT,"Immunovant, Inc.",23.29,24.92,25.28,21.56,24.92,636525,22.87,2.05,0.08964,267529,1646432004,25.28,8.34,0.66184,NASDAQ,836929,0,,Finance,3
ADVM,"Adverum Biotechnologies, Inc.",20.53,21.02,21.14,18.82,21.02,802796,20.44,0.58,0.02838,1448924,1681047174,23.79,4.96,0.84048,NASDAQ,1034976,0,-20.92,Health Technology,2
AVAV,"AeroVironment, Inc.",68.21,70.16,70.47,66,70.16,295065,67.19,2.97,0.0442,187188,1683489200,72.7,45,0.1731,NASDAQ,156399,0,56.98,Electronic Technology,1
SMPL,The Simply Good Foods Co.,17.51,17.88,17.93,16.96,17.88,821919,17.22,0.66,0.03833,1286270,1705376520,31.34,14.08,-0.33587,NASDAQ,1878351,0,60.16,Consumer Non-Durables,2
MB,"MINDBODY, Inc. Class A",,,369200,366000,36.8,,,,,0,1727516053,369200,0,0,NASDAQ,,,,Technology Services,1
CFFN,"Capitol Federal Financial, Inc.",12,12.29,12.4,11.88,12.29,636619,11.72,0.57,0.04863,483336,1739182480,14.57,10.01,-0.06017,NASDAQ,343677,0,23.51,Finance,2
CVET,"Covetrus, Inc.",15.64,15.72,15.77,15.13,15.72,1932214,15.18,0.54,0.03557,1650853,1759806840,26.58,4.05,0.21927,NASDAQ,1856516,0,-1.79,Technology Services,1
ALGT,Allegiant Travel Co.,108.71,109.56,116.3,101.475,109.56,654278,101.29,8.27,0.08165,375113,1774882956,183.26,60.06,-0.29275,NASDAQ,496081,0,12.64,Transportation,3
CDLX,"Cardlytics, Inc.",67.56,65.96,67.95,62.06,65.96,713113,66.89,-0.93,-0.0139,935233,1778782896,107.5,22.22,0.0294,NASDAQ,972198,0,-66.53,Technology Services,1
PRGS,Progress Software Corp.,40.44,40.49,40.73,38.75,40.49,441563,39.99,0.5,0.0125,340875,1813466120,52.5,28.09,-0.0179,NASDAQ,275542,0,47.56,Technology Services,2
PDCO,"Patterson Cos., Inc.",19.16,20.02,20.13,18.86,20.02,1808432,18.92,1.1,0.05814,1295794,1918036120,25.7,12.93,0.03474,NASDAQ,1503576,0,39.38,Distribution Services,2
HWC,Hancock Whitney Corp.,22.77,23.5,23.57,21.77,23.5,1157422,21.56,1.94,0.08998,840645,2027650500,44.42,14.32,-0.37752,NASDAQ,926963,0,15.3,Finance,2
GBDC,"Golub Capital BDC, Inc.",12.2,12.18,12.25,12,12.18,785911,11.97,0.21,0.01754,1265038,2037226800,18.85,8.94,-0.31216,NASDAQ,802965,0,-5.91,Finance,2
PGNY,"Progyny, Inc.",24.34,24.01,25.21,23.71,24.01,664160,24.06,-0.05,-0.00208,919247,2044917294,36.5,13.29,-0.12578,NASDAQ,621760,0,-233.79,Commercial Services,3
SHOO,Steven Madden Ltd.,25.26,25.78,26.31,24.82,25.78,1021724,24.57,1.21,0.04925,924596,2143194520,44.8,16.38,-0.35245,NASDAQ,1511618,0,14.53,Consumer Non-Durables,2
AFINP,"American Finance Trust, Inc.",19.86,20,20.34,19.61,20,53585,19.6,0.4,0.02041,36992,2170560000,26.15,6.81,-0.17639,NASDAQ,98330,0,,Finance,2
TSEM,Tower Semiconductor Ltd.,20.61,20.7,20.84,19.96,20.7,264278,20.74,-0.04,-0.00193,423026,2210925600,25.8,12.13,-0.15073,NASDAQ,314856,0,27.29,Electronic Technology,2
BHFAL,"Brighthouse Financial, Inc.",25.75,26.05,26.05,25.632,26.05,17837,25.59,0.46,0.01798,36153,2444636200,27.86,13.81,-0.01722,NASDAQ,17522,0,,Finance,2
MMSI,"Merit Medical Systems, Inc.",44.72,44.26,45.675,43.5,44.26,610881,43.15,1.11,0.02572,469242,2451295840,61.93,19.5,0.43482,NASDAQ,394860,0,-630.48,Health Technology,2
RUN,"SunRun, Inc.",21.09,20.91,21.62,20.275,20.91,3161323,20.8,0.11,0.00529,3323171,2468592780,23.66,12.9,0.49989,NASDAQ,3447909,0,342.23,Industrial Services,4
UMBF,UMB Financial Corp.,51.86,54.25,54.44,51.32,54.25,323350,49.94,4.31,0.0863,354338,2611426825,70.26,39.47,-0.1276,NASDAQ,274361,0,14.51,Finance,2
DIOD,"Diodes, Inc.",50.5,50.97,51.15,48.88,50.97,319722,50.28,0.69,0.01372,304650,2624277099,59.7,30.51,-0.10188,NASDAQ,310010,0,18.34,Electronic Technology,3
SVMK,"SVMK, Inc.",20.24,19.92,20.31,19.07,19.92,1063853,20.04,-0.12,-0.00599,1097099,2750354400,22.27,9.35,0.10131,NASDAQ,846161,0,-33.31,Technology Services,2
QURE,uniQure NV,63.71,65.59,65.78,61.47,65.59,374404,64.05,1.54,0.02404,396856,2803460898,82.49,36.2,-0.06856,NASDAQ,589129,0,-21.94,Health Technology,2
SBRA,"Sabra Health Care REIT, Inc.",14.34,13.89,14.49,13.3,13.89,1981019,13.94,-0.05,-0.00359,2298922,2855214510,24.95,5.55,-0.35569,NASDAQ,1791819,0,14.54,Finance,3
NGHCZ,National General Holdings Corp.,25.1,25.44,25.49,25.025,25.44,4689,25.05,0.39,0.01557,8875,2893800000,27.01,11.37,-0.00293,NASDAQ,3202,0,,Finance,2
BIOS,"Option Care Health, Inc.",,,,,4.18,0,4.18,0,0,1056058,2952618240,4.39,4.13,-0.0369,NASDAQ,1056058,0,-9.14,Health Services,2
NEO,"NeoGenomics, Inc.",27.93,28.54,28.74,26.76,28.54,1374903,27.23,1.31,0.04811,1171304,3131836900,34.97,18.52,0.01391,NASDAQ,1155929,0,829.65,Health Services,3
STMP,"Stamps.com, Inc.",185.58,185.76,187.525,177.375,185.76,323406,185.91,-0.15,-0.00081,362781,3173709600,221.73,32.54,1.20769,NASDAQ,196253,0,53.06,Commercial Services,3
NTRA,"Natera, Inc.",42.92,43.27,43.43,41.53,43.27,795446,43.27,0,0,960432,3406443731,49.22,16.87,0.2779,NASDAQ,589448,0,-25.23,Health Services,2
QRTEB,"Qurate Retail, Inc.",8.2,8.34,8.35,8.2,8.34,3733,8.06,0.28,0.03474,2522,3475653300,14.62,3.95,0.02524,NASDAQ,757,0,-6.52,Retail Trade,2
CCOI,"Cogent Communications Holdings, Inc.",76.8,79.11,79.27,75.775,79.11,297175,77,2.11,0.0274,429842,3730044411,92.96,53.24,0.2295,NASDAQ,348167,0,95.91,Communications,2
DSGX,"The Descartes Systems Group, Inc.",46.21,45.1,46.22,44.04,45.1,199680,45.95,-0.85,-0.0185,175847,3795480700,47.43,24.35,0.0409,NASDAQ,168700,0,99.89,Technology Services,1
VIR,"Vir Biotechnology, Inc.",32.74,32.2,32.92,30.01,32.2,1594283,33.67,-1.47,-0.04366,1476770,3796444400,75,11.65,1.52004,NASDAQ,1475008,0,,Health Technology,2
FTDR,"frontdoor, Inc.",45.14,44.68,45.24,43.73,44.68,885269,44.61,0.07,0.00157,606614,3814907972,53.3,30.06,-0.05583,NASDAQ,505049,0,24.74,Consumer Durables,4
EXPO,"Exponent, Inc.",73.85,74.55,74.7,71.67,74.55,416586,72.6,1.95,0.02686,286042,3842746845,82.82,55.08,0.10046,NASDAQ,360097,0,45.66,Industrial Services,2
GWPH,GW Pharmaceuticals Plc,132.39,126.49,133.28,123.75,126.49,424486,131.15,-4.66,-0.03553,418099,3885625186,187.69,67.98,0.16057,NASDAQ,499614,0,-377.24,Health Technology,2
LFUS,"Littelfuse, Inc.",167.7,165.97,170.6,165.88,165.97,141015,164.35,1.62,0.00986,148151,4029220496,196,103.63,-0.13004,NASDAQ,118806,0,32.13,Producer Manufacturing,2
CRUS,"Cirrus Logic, Inc.",74.1,74.26,75.11,71.174,74.26,492627,73.7,0.56,0.0076,655075,4334073510,91.63,37.25,-0.1039,NASDAQ,629621,0,27.07,Electronic Technology,2
NTNX,"Nutanix, Inc.",24.6,24.91,25.03,23.2,24.91,6072221,24.41,0.5,0.02048,3680149,4849154970,37.86,11.31,-0.19342,NASDAQ,4661798,0,-5.5,Technology Services,2
FSLR,"First Solar, Inc.",47.38,46.61,47.6,44.86,46.61,1248051,46.56,0.05,0.00107,1374823,4936325270,69.24,28.47,-0.17253,NASDAQ,1425305,0,113.68,Electronic Technology,4
SRCL,"Stericycle, Inc.",54.55,54.26,55.2,53.25,54.26,445224,53.55,0.71,0.01326,620014,4960286420,67.94,38.45,-0.13934,NASDAQ,733791,0,-15.03,Industrial Services,3
GRFS,Grifols SA,19.96,19.32,19.96,19.275,19.32,941820,20.1,-0.78,-0.03881,701853,4984752195,25.73,13.4,-0.21531,NASDAQ,1256692,0,18.91,Health Technology,2
FLEX,Flex Ltd.,10.15,10.14,10.26,9.895,10.14,5229325,9.99,0.15,0.01502,5159915,5110478880,14,5.36,-0.19098,NASDAQ,4896292,0,57.91,Electronic Technology,3
EEFT,"Euronet Worldwide, Inc.",97.76,101.15,102.07,97.76,101.15,786265,95.91,5.24,0.05463,634035,5280606555,171.25,61.27,-0.30457,NASDAQ,958600,0,17.43,Technology Services,1
PPC,Pilgrim's Pride Corp.,21.34,21.45,21.53,20.71,21.45,719856,20.94,0.51,0.02436,1028190,5292530100,33.67,15.75,-0.32064,NASDAQ,716930,0,12.18,Consumer Non-Durables,2
FIVE,"Five Below, Inc.",102.18,104.66,104.94,99.81,104.66,1433114,100.27,4.39,0.04378,1017408,5833151838,137.97,47.53,-0.14392,NASDAQ,1227788,0,33.34,Retail Trade,1
IDTI,"Integrated Device Technology, Inc.",,,484200,483000,48.39,,,,,0,6268005090,484200,0,0,NASDAQ,,,,Electronic Technology,2
ARCC,Ares Capital Corp.,15.74,15.47,15.82,15.03,15.47,2094019,15.34,0.13,0.00847,3020540,6537962340,19.33,7.9,-0.16383,NASDAQ,3916802,0,-226.17,Finance,2
GNTX,Gentex Corp.,26.65,26.86,26.94,26.31,26.86,1554173,26.28,0.58,0.02207,1970602,6577261920,31.27,19.48,-0.05463,NASDAQ,1100428,0,16.63,Producer Manufacturing,4
MORN,"Morningstar, Inc.",158.73,157.39,158.73,156.34,157.39,38434,158.83,-1.44,-0.00907,56739,6737865900,165.88,116.99,0.031181,NASDAQ,52800,38434,40.3,Commercial Services,3
GLIBA,"GCI Liberty, Inc.",68.81,69.22,69.32,66.62,69.22,399605,66.53,2.69,0.04043,444196,7324353017,79.06,26.51,0.01603,NASDAQ,375527,0,11.58,Communications,2
TXG,"10X Genomics, Inc.",75.7,77.66,78,74.01,77.66,535642,76,1.66,0.02184,738561,7760549588,108.36,45.11,0.03164,NASDAQ,690616,0,-153.69,Health Technology,2
ERIE,Erie Indemnity Co.,177.37,171,177.37,170.01,171,96263,174.7,-3.7,-0.02118,118953,7898336100,270.23,130.2,0.00742,NASDAQ,75199,0,26.47,Finance,2
CGNX,Cognex Corp.,62.8,63.13,63.24,61.08,63.13,1061356,62.59,0.54,0.00863,1117407,10838663440,63.99,35.2,0.12713,NASDAQ,1423762,0,56.59,Electronic Technology,4
LNT,Alliant Energy Corp.,47.74,47.33,47.89,46.76,47.33,1430892,46.91,0.42,0.00895,1326912,11809024320,60.28,37.66,-0.12545,NASDAQ,1071750,0,18.92,Utilities,4
GLPG,Galapagos NV,203.3,197.79,203.3,194.88,197.79,148307,204.65,-6.86,-0.03352,94511,12820550010,274.03,112,-0.09622,NASDAQ,146832,0,65.86,Health Technology,2
MXIM,"Maxim Integrated Products, Inc.",57.81,57.57,58.86,56.65,57.57,1997646,57.73,-0.16,-0.00277,2964776,15349601250,65.73,41.93,-0.07527,NASDAQ,3527233,0,19.16,Electronic Technology,4
RYAAY,Ryanair Holdings Plc,71.79,70.76,72.38,68.91,70.76,1162515,70.53,0.23,0.00326,736536,15414075360,96.79,44.44,-0.19584,NASDAQ,1142045,0,21.6,Transportation,3
DKNGW,"DraftKings, Inc.",23,23.73,24.1,20.51,23.73,1053534,,,,,16741964707,0,0,0,NASDAQ,,0,,Technology Services,2
FITBP,Fifth Third Bancorp,26.74,26.77,26.77,26.464,26.77,10234,26.5,0.27,0.01019,6339,19057884240,31.19,14.5,-0.01711,NASDAQ,4541,0,,Finance,2
DLTR,"Dollar Tree, Inc.",87,87.53,88.17,85.88,87.53,4501491,85.2,2.33,0.02735,2303693,20764829430,119.71,60.2,-0.04825,NASDAQ,3584232,0,25.12,Retail Trade,2
FTNT,"Fortinet, Inc.",138.36,131.15,138.36,128.31,131.15,3360362,137.53,-6.38,-0.04639,1867523,21200266350,149.69,68.87,0.17251,NASDAQ,2020858,0,60.38,Electronic Technology,2
CDNS,"Cadence Design Systems, Inc.",84.5,85.2,85.24,81.95,85.2,1867263,85.01,0.19,0.00224,2249241,23786732400,88.55,51.39,0.21624,NASDAQ,1703795,0,23.46,Technology Services,1
IDXX,"IDEXX Laboratories, Inc.",291.17,300.92,301.11,291,300.92,659162,290.84,10.08,0.03466,519473,25558038360,302.99,168.65,0.18526,NASDAQ,503395,0,59.19,Health Technology,2
ROST,"Ross Stores, Inc.",95.42,96.49,96.6,93.8,96.49,2974453,94.6,1.89,0.01998,3035571,34291291630,124.16,56.3,-0.15162,NASDAQ,4445078,0,37.02,Retail Trade,3
WDAY,"Workday, Inc.",170,170.38,170.93,162.66,170.38,3923562,168.34,2.04,0.01212,2276932,39744926296,226.83,107.75,0.03792,NASDAQ,3999095,0,-80.54,Technology Services,1
MELI,"MercadoLibre, Inc.",833.86,820.83,836.285,783.01,820.83,647723,834.17,-13.34,-0.01599,636657,40803459300,864.05,422.22,0.40671,NASDAQ,546350,0,-199.2,Technology Services,1
ADP,"Automatic Data Processing, Inc.",141.3,144.67,145.125,139.535,144.67,3439850,138.92,5.75,0.04139,2520697,62175404580,182.32,103.11,-0.11731,NASDAQ,3080443,0,24.67,Technology Services,1
MDLZ,"Mondelez International, Inc.",49.83,50.35,50.46,49.41,50.35,9119991,49.59,0.76,0.01533,7082993,71872611000,59.96,41.19,-0.07017,NASDAQ,7378270,0,19.57,Consumer Non-Durables,1
GILD,"Gilead Sciences, Inc.",72.44,74.9,74.98,72.38,74.9,11525066,73.18,1.72,0.0235,22340458,93924600000,85.97,60.89,0.1665,NASDAQ,12308074,0,19.11,Health Technology,2
TXN,Texas Instruments Incorporated,116.43,117.82,117.97,115.54,117.82,4013194,115.73,2.09,0.01806,5327657,108132014860,135.7,93.09,-0.06954,NASDAQ,4822042,0,22.28,Electronic Technology,1
CMEX,"Chemex Industries, Inc.",,,,,,0,,,,,,0,0,0,NASDAQ,,0,,Distribution Services,3
SCAC,Saban Capital Acquisition Corp. Class A,,,101800,101500,,0,,,,0,,101800,0,0,NASDAQ,,,,Finance,2
BNCL,Beneficial Bancorp Inc,,,152100,150200,,0,,,,0,,152100,0,0,NASDAQ,,,,Finance,2
TWLVU,Twelve Seas Investment Co. Units Cons of 1 ordinary Shs + 1 redeemable Wt + 1 Rts,,,,,,0,,,,0,,0,0,0,NASDAQ,,,,Finance,3
ZGEAQX,"Griffin Capital Essential Asset REIT, Inc.",,,,,,0,,,,,,0,0,0,NASDAQ,,0,,Finance,2
BPTS,Biophytis SA,,,,,,0,,,,,,0,0,0,NASDAQ,,0,,Health Technology,2
SCCI,"Shimmick Construction Co., Inc.",,,,,,0,,,,0,,0,0,0,NASDAQ,,,,Industrial Services,4
DELT,Delta Technology Holdings Ltd,,,10600,9900,,0,,,,0,,10600,0,0,NASDAQ,,,,Process Industries,3
DMYT+,"dMY Technology Group, Inc.",,,0.61,0.61,0.61,0,,,,,3507500,0,0,0,New York Stock Exchange,,0,,Finance,2
SFTW+,Osprey Technology Acquisition Corp.,,,0.5836,0.5836,0.5836,0,,,,,4614088,0,0,0,New York Stock Exchange,,0,,Finance,2
UNT,Unit Corp.,,,0.25,0.2255,0.2358,0,0.2358,0,0,3375316,13068979,10.51,0.1401,-0.593448,New York Stock Exchange,,0,-0.02,Energy Minerals,3
LGC+,Legacy Acquisition Corp.,0.5,0.6,0.6,0.45,0.6,2025,,,,,22083000,0.56,0.27,0,New York Stock Exchange,,0,,Finance,1
HK,Halcón Resources Corp.,0.1702,0.1596,0.1799,0.1588,0.1596,1714691,0.168,-0.0084,-0.05,3620835,26215258,4.9,0.156,-0.957746,New York Stock Exchange,1442848,0,-0.09,Energy Minerals,2
CHKR,Chesapeake Granite Wash Trust,0.6415,0.6488,0.6498,0.6365,0.6488,80088,0.6483,0.0005,0.00077,123112,30331400,1.72,0.4726,0.222156,New York Stock Exchange,129965,80088,3.62,Energy Minerals,2
SMTA,Spirit MTA REIT,,,,,0.7676,0,0.725,0.0426,0.05876,356766,33129616,8.88,0.65,0.05876,New York Stock Exchange,429107,0,-0.12,Finance,3
FGP,Ferrellgas Partners LP,,,,,0.3701,0,0.3701,0,0,344303,35956325,0.4099,0.358,0,New York Stock Exchange,344303,0,-0.69,Utilities,2
SPAQ+,Spartan Energy Acquisition Corp.,0.6,0.6,0.6,0.6,0.6,33,,,,,41400000,0,0,0,New York Stock Exchange,,0,,Finance,3
NBR-A,Nabors Industries Ltd.,6.39,6.7,6.98,6.39,6.7,62688,6.1,0.6,0.09836,50713,48908526,25.64,2,-0.60504,New York Stock Exchange,105653,0,,Industrial Services,1
CBL,"CBL & Associates Properties, Inc.",0.23,0.25,0.2524,0.22,0.25,8578848,0.2399,0.0101,0.0421,6427382,54510242,1.78,0.18,-0.7243,New York Stock Exchange,11024463,0,-0.19,Finance,2
EGY,"VAALCO Energy, Inc.",0.9731,0.98,1.01,0.9501,0.98,344939,0.9681,0.0119,0.01229,271088,56306978,2.6,0.7,-0.54821,New York Stock Exchange,372510,0,-1,Energy Minerals,3
STON,"StoneMor, Inc.",1.42,1.44,1.48,1.42,1.44,30466,1.42,0.02,0.01408,77804,61395840,4.64,0.9995,0.007252,New York Stock Exchange,54363,0,-0.47,Finance,3
TLRD,"Tailored Brands, Inc.",1.38,1.29,1.42,1.21,1.29,4382119,1.34,-0.05,-0.03731,3119852,62889306,7.24,0.8868,-0.73091,New York Stock Exchange,4435519,0,87.76,Retail Trade,2
NWHM,"The New Home Co., Inc.",3.48,3.78,3.84,3.45,3.78,185204,3.45,0.33,0.09565,136875,68720022,6,0.9403,-0.10005,New York Stock Exchange,76286,0,-5.21,Consumer Durables,3
CDR,"Cedar Realty Trust, Inc.",0.74,0.82,0.84,0.74,0.82,1852458,0.7453,0.0747,0.10023,1171799,73021000,3.69,0.5251,-0.62367,New York Stock Exchange,1391223,0,-4.6,Finance,1
LEAF,Leaf Group Ltd.,2.33,2.78,2.8,2.3,2.78,243154,2.22,0.56,0.25225,311688,74253522,7.48,1.03,-0.06305,New York Stock Exchange,259614,0,-2.68,Technology Services,1
RWGE,Regalwood Global Energy Ltd.,,,,,10.35,0,10.36,-0.01,-0.00097,128096,77625000,10.65,9.76,-0.00097,New York Stock Exchange,14,0,64.65,Finance,1
GSL,"Global Ship Lease, Inc.",4.69,4.58,4.69,4.43,4.58,49417,4.54,0.04,0.00881,44503,80409686,9.25,2.61,-0.47949,New York Stock Exchange,38334,0,1.97,Commercial Services,2
CSS,"CSS Industries, Inc.",,,,,9.4,0,9.4,0,0,123740,83472000,9.4,3.54,0,New York Stock Exchange,18227,0,-3.08,Commercial Services,3
LAIX,"LAIX, Inc.",3.15,3,3.14,2.62,3,64206,3.32,-0.32,-0.09639,26243,89209677,10.6,2.01,-0.45949,New York Stock Exchange,63300,0,-1.79,Technology Services,1
LXU,"LSB Industries, Inc.",3.44,3.15,3.47,3.12,3.15,153038,3.33,-0.18,-0.05405,168729,90663300,7.85,2.8,-0.270468,New York Stock Exchange,195005,0,-1.1,Producer Manufacturing,2
PEI,Pennsylvania Real Estate Investment Trust,1.16,1.19,1.2,1.11,1.19,1856349,1.14,0.05,0.04386,2745671,93862916,7.07,0.8026,-0.73574,New York Stock Exchange,2404759,0,-2.42,Finance,3
PACK+,Ranpak Holdings Corp.,1.3,1.34,1.48,1.25,1.34,1575,,,,,94957081,0,0,0,New York Stock Exchange,,1575,,Finance,2
APRN,"Blue Apron Holdings, Inc.",8.56,8.79,8.908,8.2,8.79,794880,8.82,-0.03,-0.0034,1682327,117623983,28.84,2.01,0.3204,New York Stock Exchange,1444953,0,-1.53,Retail Trade,1
KODK,Eastman Kodak Co.,2.54,2.71,2.74,2.52,2.71,177366,2.73,-0.02,-0.00733,298748,118518056,4.78,1.5,-0.40773,New York Stock Exchange,152591,0,-55.88,Electronic Technology,2
BGSF,"BG Staffing, Inc.",10.74,11.8,11.89,10.46,11.8,72045,10.29,1.51,0.14674,91561,121622600,22.38,5.69,-0.32196,New York Stock Exchange,153692,0,9.87,Commercial Services,2
NYCB-U,New York Community Capital Trust V,43,43.25,43.42,42.74,43.25,10507,42.75,0.5,0.0117,9540,125511500,51.5,33.42,-0.1361,New York Stock Exchange,7336,0,,Finance,1
MDR,"McDermott International, Inc.",,,,,0.7032,0,0.7032,0,0,0,127858637,0.7032,0.7032,0,New York Stock Exchange,,0,-0.03,Industrial Services,2
GIX,"GigCapital2, Inc.",10.02,9.97,9.99,9.97,9.97,150022,9.98,-0.01,-0.001,59918,154465210,10.07,9.6,0.001,New York Stock Exchange,55168,0,470.28,Finance,1
CBL-E,"CBL & Associates Properties, Inc.",0.7,0.75,0.8,0.6501,0.75,134176,0.84,-0.09,-0.10714,94027,163530725,12.54,0.47,-0.94794,New York Stock Exchange,37583,0,,Finance,1
GLEO,Galileo Acquisition Corp.,9.76,9.7,9.84,9.7,9.7,14,9.7,0,0,22091,168780000,10.34,9.2,-0.0112,New York Stock Exchange,,0,,Finance,1
NL,"NL Industries, Inc.",3.58,3.49,3.58,3.48,3.49,4617,3.52,-0.03,-0.00852,14208,170158440,5.45,3.04,-0.09251,New York Stock Exchange,6221,0,7.61,Process Industries,4
QUAD,"Quad/Graphics, Inc.",3.28,3.27,3.345,3.13,3.27,308057,3.24,0.03,0.00926,334377,175647069,12.12,2,-0.29794,New York Stock Exchange,288498,0,-1.12,Commercial Services,3
NLS,"Nautilus, Inc.",5.81,5.91,5.95,5.6,5.91,704559,5.84,0.07,0.01199,1527003,176216106,6.85,1.2,2.29529,New York Stock Exchange,884122,0,-2.1,Consumer Durables,2
SAR,Saratoga Investment Corp.,15.4,15.77,16,15.21,15.77,84706,15.13,0.64,0.0423,123463,176899975,28.7,5.94,-0.3279,New York Stock Exchange,69604,0,2.79,Finance,3
MIXT,MiX Telematics Ltd.,8.04,9.16,9.16,8,9.16,125150,8,1.16,0.145,68597,200402709,17.39,6.64,-0.1547,New York Stock Exchange,90355,0,11.35,Technology Services,2
GIK=,"GigCapital3, Inc.",9.86,9.9,9.9,9.86,9.9,8052,,,,,205425000,0,0,0,New York Stock Exchange,,0,,Finance,1
SLCA,"U.S. Silica Holdings, Inc.",3.16,3.1,3.31,2.91,3.1,2740812,3,0.1,0.03333,2201400,228802010,14.83,0.79,-0.46827,New York Stock Exchange,2020356,0,-0.6,Non-Energy Minerals,2
HEXO,HEXO Corp.,0.721,0.68,0.721,0.61,0.68,21857637,0.6943,-0.0143,-0.0206,13476463,233862880,7.19,0.3455,-0.6085,New York Stock Exchange,40880614,0,-0.57,Process Industries,4
CATO,The Cato Corp.,10.8,10.65,10.95,10.38,10.65,430899,10.5,0.15,0.01429,181362,251821934,19.73,8.52,-0.37571,New York Stock Exchange,343806,0,-17.9,Retail Trade,1
VIST,Vista Oil & Gas SA de CV,3.22,3.09,3.22,3.005,3.09,84612,3.18,-0.09,-0.0283,104364,268321077,11.03,1.8,-0.6391,New York Stock Exchange,181393,0,-7.84,Energy Minerals,3
TVC,Tennessee Valley Authority,25.25,25.28,25.31,25.21,25.28,17558,25.2,0.08,0.00317,22667,277068800,27.5,23.08,-0.05143,New York Stock Exchange,17984,0,,Finance,2
LCI,"Lannett Co., Inc.",7.89,7.66,7.89,7.33,7.66,613506,7.73,-0.07,-0.00906,628783,309087894,15.52,5.16,-0.14546,New York Stock Exchange,808805,0,-9.41,Health Technology,2
HVT,"Haverty Furniture Cos., Inc.",17.23,17.42,17.56,16.85,17.42,173881,17.04,0.38,0.0223,200737,327504710,21.43,9.81,-0.12,New York Stock Exchange,328530,0,16.83,Retail Trade,1
CRD.B,Crawford & Co.,6.03,6.27,6.32,6.06,6.27,817,6.02,0.25,0.04153,11616,332491830,10.79,4.95,-0.33767,New York Stock Exchange,17355,0,-80.08,Finance,3
GRAM,Graña y Montero SAA,2,2,2,1.921,2,16701,2,0,0,73929,348767200,3.4,1.34,-0.1935,New York Stock Exchange,52848,0,-1.28,Industrial Services,3
MTW,"The Manitowoc Co., Inc.",9.65,10.4,10.45,9.65,10.4,513042,9.57,0.83,0.08673,456970,358888400,18.55,7.24,-0.32337,New York Stock Exchange,635693,0,5.64,Producer Manufacturing,3
APTS,"Preferred Apartment Communities, Inc.",8.04,7.53,8.12,7.36,7.53,642153,7.84,-0.31,-0.03954,591520,364149949,16.49,5.27,-0.47764,New York Stock Exchange,506757,0,-1.16,Finance,3
LAC,Lithium Americas Corp.,4.16,4.14,4.4,4.08,4.14,449386,4.26,-0.12,-0.02817,424405,371478060,4.89,2.75,0.226375,New York Stock Exchange,403330,449386,7.66,Non-Energy Minerals,2
TRNE,Trine Acquisition Corp.,10,10,10,10,10,122,9.96,0.04,0.00402,152028,375187500,10.15,9.4,0.00502,New York Stock Exchange,,0,124.69,Finance,2
LGC,Legacy Acquisition Corp.,11.17,10.34,11.1,10.34,10.34,5398,10.37,-0.03,-0.00289,159030,380563700,11.36,9.5,-0.00099,New York Stock Exchange,231466,0,723.08,Finance,2
SBR,Sabine Royalty Trust,28.89,28,28.89,27.99,28,28493,28.46,-0.46,-0.01616,32055,408220400,49.25,23.02,-0.32376,New York Stock Exchange,37363,0,9.81,Energy Minerals,2
AVD,American Vanguard Corp.,13.15,13.54,13.54,12.95,13.54,232054,12.75,0.79,0.06196,135147,408417852,19.6,11.35,-0.24724,New York Stock Exchange,194536,0,39,Process Industries,4
NPTN,NeoPhotonics Corp.,8.3,8.74,8.74,8.03,8.74,1195083,8.29,0.45,0.05428,1351333,426127440,9.99,3.36,0.03188,New York Stock Exchange,1056978,0,137.64,Electronic Technology,2
PAR,PAR Technology Corp.,25.91,25.43,26,24.04,25.43,287536,25.52,-0.09,-0.00353,379063,463937291,35.1,9.64,-0.18053,New York Stock Exchange,519023,0,-18.29,Electronic Technology,2
BFS-E,"Saul Centers, Inc.",20,20.55,20.57,20,20.55,2135,19.9,0.65,0.03266,9945,476760000,20.57,17.12,0.15686,New York Stock Exchange,9842,0,,Finance,1
JMPD,"JMP Group, Inc.",,,,,25.82,0,25.76,0.06,0.00233,4179,499513720,26.7,21.39,0.17063,New York Stock Exchange,7896,0,,Finance,2
DX-C,"Dynex Capital, Inc.",21.8,21.89,21.98,21.8,21.89,5837,21.7,0.19,0.00876,11819,503075980,25.36,11.52,-0.11384,New York Stock Exchange,13007,0,,Finance,1
DAO,"Youdao, Inc.",23.53,22.83,24.14,22.24,22.83,190137,24.04,-1.21,-0.05033,132864,516766091,29.5,12.01,0.57107,New York Stock Exchange,229004,0,-24.98,Technology Services,1
LOMA,Loma Negra Compañía Industrial Argentina SA,4.9,4.59,4.94,4.55,4.59,335266,4.8,-0.21,-0.04375,570555,547152786,12.9,3.01,-0.45455,New York Stock Exchange,285174,0,7.94,Non-Energy Minerals,2
